zone_id,rack_id,bin_id,capacity,accessibility,current_utilization
ZONE_4,R4,B4,"{'length': 80, 'width': 20, 'height': 28}",4,0.46
ZONE_4,R4,B5,"{'length': 77, 'width': 38, 'height': 18}",3,0.61
ZONE_4,R4,B6,"{'length': 48, 'width': 48, 'height': 10}",1,0.37
ZONE_4,R4,B7,"{'length': 88, 'width': 32, 'height': 29}",4,0.74
ZONE_4,R4,B8,"{'length': 67, 'width': 11, 'height': 8}",3,0.37
ZONE_4,R4,B9,"{'length': 71, 'width': 42, 'height': 7}",1,0.74
ZONE_4,R4,B10,"{'length': 92, 'width': 18, 'height': 19}",3,0.82
ZONE_4,R4,B11,"{'length': 51, 'width': 26, 'height': 6}",5,0.42
ZONE_4,R4,B12,"{'length': 37, 'width': 17, 'height': 8}",2,0.63
ZONE_4,R4,B13,"{'length': 19, 'width': 16, 'height': 20}",3,0.59
ZONE_4,R4,B14,"{'length': 63, 'width': 22, 'height': 10}",1,0.44
ZONE_4,R4,B15,"{'length': 31, 'width': 32, 'height': 29}",4,0.54
ZONE_4,R4,B16,"{'length': 62, 'width': 40, 'height': 21}",1,0.7
ZONE_4,R4,B17,"{'length': 75, 'width': 47, 'height': 5}",1,0.46
ZONE_4,R4,B18,"{'length': 10, 'width': 29, 'height': 17}",4,0.85
ZONE_4,R4,B19,"{'length': 14, 'width': 11, 'height': 21}",4,0.68
ZONE_4,R4,B20,"{'length': 97, 'width': 27, 'height': 14}",3,0.42
ZONE_4,R5,B1,"{'length': 87, 'width': 33, 'height': 26}",2,0.37
ZONE_4,R5,B2,"{'length': 66, 'width': 47, 'height': 10}",4,0.74
ZONE_4,R5,B3,"{'length': 18, 'width': 23, 'height': 11}",1,0.64
ZONE_4,R5,B4,"{'length': 37, 'width': 17, 'height': 11}",5,0.39
ZONE_4,R5,B5,"{'length': 89, 'width': 37, 'height': 16}",3,0.53
ZONE_4,R5,B6,"{'length': 81, 'width': 41, 'height': 16}",3,0.36
ZONE_4,R5,B7,"{'length': 33, 'width': 42, 'height': 14}",4,0.41
ZONE_4,R5,B8,"{'length': 87, 'width': 33, 'height': 26}",1,0.5
ZONE_4,R5,B9,"{'length': 69, 'width': 43, 'height': 5}",2,0.87
ZONE_4,R5,B10,"{'length': 55, 'width': 13, 'height': 10}",5,0.87
ZONE_4,R5,B11,"{'length': 76, 'width': 32, 'height': 27}",3,0.76
ZONE_4,R5,B12,"{'length': 92, 'width': 34, 'height': 6}",3,0.33
ZONE_4,R5,B13,"{'length': 98, 'width': 15, 'height': 29}",4,0.64
ZONE_4,R5,B14,"{'length': 38, 'width': 19, 'height': 24}",4,0.79
ZONE_4,R5,B15,"{'length': 41, 'width': 38, 'height': 9}",2,0.89
ZONE_4,R5,B16,"{'length': 92, 'width': 35, 'height': 10}",2,0.76
ZONE_4,R5,B17,"{'length': 23, 'width': 30, 'height': 10}",5,0.43
ZONE_4,R5,B18,"{'length': 41, 'width': 32, 'height': 15}",1,0.48
ZONE_4,R5,B19,"{'length': 60, 'width': 49, 'height': 6}",2,0.41
ZONE_4,R5,B20,"{'length': 88, 'width': 33, 'height': 17}",3,0.55
ZONE_4,R6,B1,"{'length': 47, 'width': 15, 'height': 17}",2,0.68
ZONE_4,R6,B2,"{'length': 11, 'width': 42, 'height': 8}",4,0.5
ZONE_4,R6,B3,"{'length': 25, 'width': 28, 'height': 11}",1,0.47
ZONE_4,R6,B4,"{'length': 82, 'width': 46, 'height': 10}",2,0.33
ZONE_4,R6,B5,"{'length': 35, 'width': 17, 'height': 28}",5,0.39
ZONE_4,R6,B6,"{'length': 67, 'width': 49, 'height': 18}",3,0.31
ZONE_4,R6,B7,"{'length': 94, 'width': 11, 'height': 8}",3,0.32
ZONE_4,R6,B8,"{'length': 73, 'width': 46, 'height': 10}",4,0.38
ZONE_4,R6,B9,"{'length': 87, 'width': 39, 'height': 29}",1,0.46
ZONE_4,R6,B10,"{'length': 69, 'width': 23, 'height': 24}",5,0.43
ZONE_4,R6,B11,"{'length': 36, 'width': 18, 'height': 8}",4,0.46
ZONE_4,R6,B12,"{'length': 79, 'width': 24, 'height': 25}",5,0.86
ZONE_4,R6,B13,"{'length': 32, 'width': 45, 'height': 18}",3,0.37
ZONE_4,R6,B14,"{'length': 35, 'width': 40, 'height': 28}",1,0.65
ZONE_4,R6,B15,"{'length': 45, 'width': 36, 'height': 14}",1,0.66
ZONE_4,R6,B16,"{'length': 42, 'width': 47, 'height': 14}",2,0.55
ZONE_4,R6,B17,"{'length': 63, 'width': 40, 'height': 11}",3,0.6
ZONE_4,R6,B18,"{'length': 47, 'width': 34, 'height': 27}",1,0.7
ZONE_4,R6,B19,"{'length': 75, 'width': 11, 'height': 6}",3,0.46
ZONE_4,R6,B20,"{'length': 17, 'width': 28, 'height': 22}",4,0.73
ZONE_4,R7,B1,"{'length': 93, 'width': 13, 'height': 29}",1,0.85
ZONE_4,R7,B2,"{'length': 98, 'width': 34, 'height': 20}",3,0.54
ZONE_4,R7,B3,"{'length': 87, 'width': 11, 'height': 24}",5,0.56
ZONE_4,R7,B4,"{'length': 58, 'width': 24, 'height': 17}",3,0.67
ZONE_4,R7,B5,"{'length': 15, 'width': 35, 'height': 24}",2,0.44
ZONE_4,R7,B6,"{'length': 12, 'width': 26, 'height': 5}",1,0.67
ZONE_4,R7,B7,"{'length': 68, 'width': 35, 'height': 17}",4,0.62
ZONE_4,R7,B8,"{'length': 75, 'width': 39, 'height': 23}",5,0.73
ZONE_4,R7,B9,"{'length': 97, 'width': 33, 'height': 9}",4,0.52
ZONE_4,R7,B10,"{'length': 14, 'width': 11, 'height': 22}",4,0.46
ZONE_4,R7,B11,"{'length': 22, 'width': 19, 'height': 17}",5,0.54
ZONE_4,R7,B12,"{'length': 19, 'width': 26, 'height': 19}",3,0.5
ZONE_4,R7,B13,"{'length': 27, 'width': 21, 'height': 12}",5,0.78
ZONE_4,R7,B14,"{'length': 89, 'width': 11, 'height': 27}",1,0.49
ZONE_4,R7,B15,"{'length': 85, 'width': 37, 'height': 25}",4,0.31
ZONE_4,R7,B16,"{'length': 62, 'width': 37, 'height': 10}",3,0.7
ZONE_4,R7,B17,"{'length': 97, 'width': 29, 'height': 13}",1,0.69
ZONE_4,R7,B18,"{'length': 11, 'width': 12, 'height': 18}",5,0.5
ZONE_4,R7,B19,"{'length': 37, 'width': 40, 'height': 20}",5,0.66
ZONE_4,R7,B20,"{'length': 42, 'width': 35, 'height': 19}",3,0.65
ZONE_4,R8,B1,"{'length': 44, 'width': 21, 'height': 29}",2,0.84
ZONE_4,R8,B2,"{'length': 64, 'width': 33, 'height': 10}",5,0.3
ZONE_4,R8,B3,"{'length': 57, 'width': 18, 'height': 16}",4,0.71
ZONE_4,R8,B4,"{'length': 66, 'width': 20, 'height': 28}",5,0.45
ZONE_4,R8,B5,"{'length': 36, 'width': 47, 'height': 6}",2,0.85
ZONE_4,R8,B6,"{'length': 14, 'width': 34, 'height': 15}",5,0.57
ZONE_4,R8,B7,"{'length': 45, 'width': 45, 'height': 16}",2,0.59
ZONE_4,R8,B8,"{'length': 65, 'width': 10, 'height': 15}",5,0.72
ZONE_4,R8,B9,"{'length': 48, 'width': 24, 'height': 24}",1,0.76
ZONE_4,R8,B10,"{'length': 77, 'width': 14, 'height': 24}",1,0.47
ZONE_4,R8,B11,"{'length': 65, 'width': 34, 'height': 14}",4,0.5
ZONE_4,R8,B12,"{'length': 93, 'width': 39, 'height': 6}",5,0.58
ZONE_4,R8,B13,"{'length': 59, 'width': 22, 'height': 12}",1,0.37
ZONE_4,R8,B14,"{'length': 69, 'width': 35, 'height': 27}",4,0.48
ZONE_4,R8,B15,"{'length': 34, 'width': 44, 'height': 29}",3,0.37
ZONE_4,R8,B16,"{'length': 40, 'width': 29, 'height': 17}",2,0.41
ZONE_4,R8,B17,"{'length': 28, 'width': 20, 'height': 8}",5,0.75
ZONE_4,R8,B18,"{'length': 72, 'width': 24, 'height': 13}",2,0.46
ZONE_4,R8,B19,"{'length': 51, 'width': 40, 'height': 24}",5,0.37
ZONE_4,R8,B20,"{'length': 98, 'width': 46, 'height': 9}",3,0.74
ZONE_4,R9,B1,"{'length': 78, 'width': 42, 'height': 22}",2,0.75
ZONE_4,R9,B2,"{'length': 28, 'width': 49, 'height': 25}",1,0.73
ZONE_4,R9,B3,"{'length': 75, 'width': 48, 'height': 28}",4,0.59
ZONE_4,R9,B4,"{'length': 13, 'width': 18, 'height': 23}",2,0.62
ZONE_4,R9,B5,"{'length': 95, 'width': 23, 'height': 19}",3,0.77
ZONE_4,R9,B6,"{'length': 97, 'width': 43, 'height': 7}",3,0.68
ZONE_4,R9,B7,"{'length': 91, 'width': 11, 'height': 18}",1,0.55
ZONE_4,R9,B8,"{'length': 33, 'width': 36, 'height': 9}",5,0.38
ZONE_4,R9,B9,"{'length': 69, 'width': 11, 'height': 11}",3,0.69
ZONE_4,R9,B10,"{'length': 60, 'width': 25, 'height': 7}",1,0.9
ZONE_4,R9,B11,"{'length': 22, 'width': 36, 'height': 20}",4,0.51
ZONE_4,R9,B12,"{'length': 90, 'width': 42, 'height': 9}",1,0.85
ZONE_4,R9,B13,"{'length': 77, 'width': 48, 'height': 23}",2,0.43
ZONE_4,R9,B14,"{'length': 94, 'width': 33, 'height': 11}",4,0.58
ZONE_4,R9,B15,"{'length': 93, 'width': 26, 'height': 22}",4,0.77
ZONE_4,R9,B16,"{'length': 32, 'width': 36, 'height': 9}",4,0.66
ZONE_4,R9,B17,"{'length': 99, 'width': 12, 'height': 11}",4,0.84
ZONE_4,R9,B18,"{'length': 58, 'width': 13, 'height': 16}",3,0.8
ZONE_4,R9,B19,"{'length': 64, 'width': 27, 'height': 18}",5,0.72
ZONE_4,R9,B20,"{'length': 39, 'width': 28, 'height': 28}",4,0.45
ZONE_4,R10,B1,"{'length': 48, 'width': 24, 'height': 21}",4,0.83
ZONE_4,R10,B2,"{'length': 44, 'width': 18, 'height': 22}",3,0.49
ZONE_4,R10,B3,"{'length': 75, 'width': 26, 'height': 9}",2,0.8
ZONE_4,R10,B4,"{'length': 26, 'width': 46, 'height': 7}",1,0.49
ZONE_4,R10,B5,"{'length': 48, 'width': 37, 'height': 7}",1,0.51
ZONE_4,R10,B6,"{'length': 61, 'width': 19, 'height': 7}",2,0.79
ZONE_4,R10,B7,"{'length': 69, 'width': 23, 'height': 19}",5,0.87
ZONE_4,R10,B8,"{'length': 96, 'width': 38, 'height': 25}",3,0.32
ZONE_4,R10,B9,"{'length': 21, 'width': 43, 'height': 15}",2,0.33
ZONE_4,R10,B10,"{'length': 75, 'width': 10, 'height': 16}",3,0.38
ZONE_4,R10,B11,"{'length': 75, 'width': 34, 'height': 19}",3,0.37
ZONE_4,R10,B12,"{'length': 85, 'width': 36, 'height': 26}",1,0.54
ZONE_4,R10,B13,"{'length': 35, 'width': 24, 'height': 8}",5,0.37
ZONE_4,R10,B14,"{'length': 36, 'width': 45, 'height': 11}",3,0.52
ZONE_4,R10,B15,"{'length': 81, 'width': 30, 'height': 11}",2,0.54
ZONE_4,R10,B16,"{'length': 31, 'width': 19, 'height': 7}",2,0.48
ZONE_4,R10,B17,"{'length': 20, 'width': 21, 'height': 23}",1,0.54
ZONE_4,R10,B18,"{'length': 17, 'width': 26, 'height': 27}",2,0.81
ZONE_4,R10,B19,"{'length': 38, 'width': 39, 'height': 5}",2,0.33
ZONE_4,R10,B20,"{'length': 28, 'width': 15, 'height': 20}",2,0.63
ZONE_5,R1,B1,"{'length': 54, 'width': 18, 'height': 29}",3,0.68
ZONE_5,R1,B2,"{'length': 40, 'width': 14, 'height': 20}",2,0.73
ZONE_5,R1,B3,"{'length': 93, 'width': 15, 'height': 19}",1,0.51
ZONE_5,R1,B4,"{'length': 81, 'width': 26, 'height': 12}",4,0.5
ZONE_5,R1,B5,"{'length': 56, 'width': 15, 'height': 17}",3,0.41
ZONE_5,R1,B6,"{'length': 46, 'width': 47, 'height': 10}",2,0.87
ZONE_5,R1,B7,"{'length': 49, 'width': 48, 'height': 6}",3,0.8
ZONE_5,R1,B8,"{'length': 53, 'width': 38, 'height': 10}",1,0.7
ZONE_5,R1,B9,"{'length': 90, 'width': 29, 'height': 16}",1,0.35
ZONE_5,R1,B10,"{'length': 31, 'width': 33, 'height': 9}",5,0.33
ZONE_5,R1,B11,"{'length': 68, 'width': 47, 'height': 13}",1,0.84
ZONE_5,R1,B12,"{'length': 87, 'width': 35, 'height': 24}",5,0.55
ZONE_5,R1,B13,"{'length': 84, 'width': 24, 'height': 8}",2,0.38
ZONE_5,R1,B14,"{'length': 29, 'width': 47, 'height': 5}",5,0.66
ZONE_5,R1,B15,"{'length': 20, 'width': 28, 'height': 13}",1,0.61
ZONE_5,R1,B16,"{'length': 76, 'width': 16, 'height': 16}",4,0.81
ZONE_5,R1,B17,"{'length': 58, 'width': 38, 'height': 5}",1,0.44
ZONE_5,R1,B18,"{'length': 51, 'width': 26, 'height': 19}",2,0.39
ZONE_5,R1,B19,"{'length': 57, 'width': 47, 'height': 8}",5,0.56
ZONE_5,R1,B20,"{'length': 79, 'width': 29, 'height': 21}",3,0.56
ZONE_5,R2,B1,"{'length': 76, 'width': 32, 'height': 20}",4,0.51
ZONE_5,R2,B2,"{'length': 59, 'width': 12, 'height': 5}",4,0.75
ZONE_5,R2,B3,"{'length': 84, 'width': 14, 'height': 28}",1,0.49
ZONE_5,R2,B4,"{'length': 29, 'width': 44, 'height': 8}",2,0.43
ZONE_5,R2,B5,"{'length': 76, 'width': 26, 'height': 5}",4,0.5
ZONE_5,R2,B6,"{'length': 21, 'width': 14, 'height': 21}",5,0.64
ZONE_5,R2,B7,"{'length': 97, 'width': 40, 'height': 25}",5,0.75
ZONE_5,R2,B8,"{'length': 15, 'width': 24, 'height': 22}",5,0.37
ZONE_5,R2,B9,"{'length': 13, 'width': 40, 'height': 10}",4,0.62
ZONE_5,R2,B10,"{'length': 16, 'width': 48, 'height': 10}",5,0.74
ZONE_5,R2,B11,"{'length': 96, 'width': 18, 'height': 23}",3,0.74
ZONE_5,R2,B12,"{'length': 51, 'width': 18, 'height': 6}",5,0.32
ZONE_5,R2,B13,"{'length': 25, 'width': 20, 'height': 12}",5,0.54
ZONE_5,R2,B14,"{'length': 65, 'width': 33, 'height': 20}",2,0.63
ZONE_5,R2,B15,"{'length': 69, 'width': 32, 'height': 18}",2,0.42
ZONE_5,R2,B16,"{'length': 93, 'width': 41, 'height': 24}",2,0.42
ZONE_5,R2,B17,"{'length': 86, 'width': 40, 'height': 6}",5,0.71
ZONE_5,R2,B18,"{'length': 55, 'width': 22, 'height': 14}",4,0.88
ZONE_5,R2,B19,"{'length': 31, 'width': 42, 'height': 23}",3,0.85
ZONE_5,R2,B20,"{'length': 60, 'width': 42, 'height': 17}",4,0.65
ZONE_5,R3,B1,"{'length': 42, 'width': 41, 'height': 26}",1,0.55
ZONE_5,R3,B2,"{'length': 44, 'width': 21, 'height': 21}",1,0.36
ZONE_5,R3,B3,"{'length': 61, 'width': 49, 'height': 19}",4,0.34
ZONE_5,R3,B4,"{'length': 28, 'width': 27, 'height': 14}",3,0.38
ZONE_5,R3,B5,"{'length': 89, 'width': 43, 'height': 19}",1,0.89
ZONE_5,R3,B6,"{'length': 63, 'width': 49, 'height': 8}",4,0.42
ZONE_5,R3,B7,"{'length': 47, 'width': 25, 'height': 5}",5,0.67
ZONE_5,R3,B8,"{'length': 12, 'width': 21, 'height': 19}",3,0.62
ZONE_5,R3,B9,"{'length': 22, 'width': 36, 'height': 29}",2,0.79
ZONE_5,R3,B10,"{'length': 15, 'width': 19, 'height': 14}",3,0.85
ZONE_5,R3,B11,"{'length': 64, 'width': 23, 'height': 13}",1,0.85
ZONE_5,R3,B12,"{'length': 66, 'width': 32, 'height': 10}",4,0.37
ZONE_5,R3,B13,"{'length': 30, 'width': 41, 'height': 21}",2,0.45
ZONE_5,R3,B14,"{'length': 75, 'width': 40, 'height': 21}",1,0.65
ZONE_5,R3,B15,"{'length': 24, 'width': 45, 'height': 11}",4,0.34
ZONE_5,R3,B16,"{'length': 82, 'width': 12, 'height': 24}",3,0.86
ZONE_5,R3,B17,"{'length': 11, 'width': 45, 'height': 14}",5,0.49
ZONE_5,R3,B18,"{'length': 55, 'width': 43, 'height': 27}",1,0.44
ZONE_5,R3,B19,"{'length': 83, 'width': 30, 'height': 29}",4,0.37
ZONE_5,R3,B20,"{'length': 96, 'width': 13, 'height': 14}",4,0.77
ZONE_5,R4,B1,"{'length': 24, 'width': 14, 'height': 8}",5,0.76
ZONE_5,R4,B2,"{'length': 54, 'width': 29, 'height': 27}",5,0.67
ZONE_5,R4,B3,"{'length': 26, 'width': 11, 'height': 7}",1,0.35
ZONE_5,R4,B4,"{'length': 76, 'width': 10, 'height': 13}",1,0.47
ZONE_5,R4,B5,"{'length': 98, 'width': 25, 'height': 23}",2,0.44
ZONE_5,R4,B6,"{'length': 35, 'width': 10, 'height': 9}",5,0.81
ZONE_5,R4,B7,"{'length': 67, 'width': 28, 'height': 19}",5,0.56
ZONE_5,R4,B8,"{'length': 81, 'width': 46, 'height': 8}",2,0.56
ZONE_5,R4,B9,"{'length': 91, 'width': 19, 'height': 15}",1,0.42
ZONE_5,R4,B10,"{'length': 89, 'width': 39, 'height': 15}",4,0.85
ZONE_5,R4,B11,"{'length': 23, 'width': 31, 'height': 16}",4,0.4
ZONE_5,R4,B12,"{'length': 99, 'width': 23, 'height': 23}",1,0.49
ZONE_5,R4,B13,"{'length': 56, 'width': 29, 'height': 16}",4,0.66
ZONE_5,R4,B14,"{'length': 77, 'width': 16, 'height': 25}",5,0.79
ZONE_5,R4,B15,"{'length': 28, 'width': 30, 'height': 27}",2,0.82
ZONE_5,R4,B16,"{'length': 85, 'width': 17, 'height': 19}",2,0.57
ZONE_5,R4,B17,"{'length': 42, 'width': 35, 'height': 23}",1,0.66
ZONE_5,R4,B18,"{'length': 60, 'width': 11, 'height': 16}",4,0.43
ZONE_5,R4,B19,"{'length': 59, 'width': 31, 'height': 23}",4,0.52
ZONE_5,R4,B20,"{'length': 20, 'width': 18, 'height': 25}",5,0.71
ZONE_5,R5,B1,"{'length': 19, 'width': 32, 'height': 12}",2,0.4
ZONE_5,R5,B2,"{'length': 22, 'width': 29, 'height': 5}",3,0.59
ZONE_5,R5,B3,"{'length': 14, 'width': 26, 'height': 18}",3,0.44
ZONE_5,R5,B4,"{'length': 42, 'width': 16, 'height': 24}",1,0.48
ZONE_5,R5,B5,"{'length': 38, 'width': 41, 'height': 19}",2,0.61
ZONE_5,R5,B6,"{'length': 83, 'width': 47, 'height': 5}",2,0.51
ZONE_5,R5,B7,"{'length': 19, 'width': 11, 'height': 15}",3,0.85
ZONE_5,R5,B8,"{'length': 70, 'width': 32, 'height': 8}",4,0.84
ZONE_5,R5,B9,"{'length': 32, 'width': 42, 'height': 19}",5,0.47
ZONE_5,R5,B10,"{'length': 99, 'width': 36, 'height': 29}",3,0.38
ZONE_5,R5,B11,"{'length': 24, 'width': 21, 'height': 8}",5,0.59
ZONE_5,R5,B12,"{'length': 33, 'width': 17, 'height': 10}",5,0.75
ZONE_5,R5,B13,"{'length': 54, 'width': 36, 'height': 7}",1,0.63
ZONE_5,R5,B14,"{'length': 21, 'width': 34, 'height': 8}",4,0.55
ZONE_5,R5,B15,"{'length': 57, 'width': 14, 'height': 27}",3,0.53
ZONE_5,R5,B16,"{'length': 51, 'width': 28, 'height': 25}",5,0.49
ZONE_5,R5,B17,"{'length': 73, 'width': 23, 'height': 23}",1,0.87
ZONE_5,R5,B18,"{'length': 70, 'width': 39, 'height': 7}",5,0.63
ZONE_5,R5,B19,"{'length': 73, 'width': 12, 'height': 14}",2,0.81
ZONE_5,R5,B20,"{'length': 21, 'width': 22, 'height': 29}",4,0.62
ZONE_5,R6,B1,"{'length': 80, 'width': 15, 'height': 10}",1,0.43
ZONE_5,R6,B2,"{'length': 12, 'width': 11, 'height': 26}",1,0.61
ZONE_5,R6,B3,"{'length': 51, 'width': 17, 'height': 25}",5,0.65
ZONE_5,R6,B4,"{'length': 53, 'width': 17, 'height': 8}",5,0.77
ZONE_5,R6,B5,"{'length': 25, 'width': 43, 'height': 8}",3,0.53
ZONE_5,R6,B6,"{'length': 95, 'width': 16, 'height': 29}",5,0.9
ZONE_5,R6,B7,"{'length': 46, 'width': 39, 'height': 19}",1,0.52
ZONE_5,R6,B8,"{'length': 82, 'width': 28, 'height': 17}",4,0.47
ZONE_5,R6,B9,"{'length': 82, 'width': 25, 'height': 23}",4,0.42
ZONE_5,R6,B10,"{'length': 92, 'width': 20, 'height': 28}",5,0.33
ZONE_5,R6,B11,"{'length': 25, 'width': 35, 'height': 18}",5,0.7
ZONE_5,R6,B12,"{'length': 57, 'width': 23, 'height': 25}",5,0.48
ZONE_5,R6,B13,"{'length': 56, 'width': 36, 'height': 23}",4,0.76
ZONE_5,R6,B14,"{'length': 52, 'width': 14, 'height': 21}",1,0.32
ZONE_5,R6,B15,"{'length': 77, 'width': 49, 'height': 15}",4,0.46
ZONE_5,R6,B16,"{'length': 28, 'width': 48, 'height': 27}",3,0.41
ZONE_5,R6,B17,"{'length': 89, 'width': 45, 'height': 15}",4,0.38
ZONE_5,R6,B18,"{'length': 63, 'width': 27, 'height': 25}",3,0.73
ZONE_5,R6,B19,"{'length': 98, 'width': 46, 'height': 27}",3,0.36
ZONE_5,R6,B20,"{'length': 62, 'width': 17, 'height': 19}",3,0.75
ZONE_5,R7,B1,"{'length': 25, 'width': 25, 'height': 23}",1,0.7
ZONE_5,R7,B2,"{'length': 53, 'width': 44, 'height': 25}",5,0.59
ZONE_5,R7,B3,"{'length': 98, 'width': 34, 'height': 23}",5,0.43
ZONE_5,R7,B4,"{'length': 63, 'width': 30, 'height': 16}",1,0.35
ZONE_5,R7,B5,"{'length': 41, 'width': 15, 'height': 15}",3,0.66
ZONE_5,R7,B6,"{'length': 92, 'width': 32, 'height': 6}",1,0.46
ZONE_5,R7,B7,"{'length': 17, 'width': 11, 'height': 24}",4,0.63
ZONE_5,R7,B8,"{'length': 67, 'width': 12, 'height': 9}",3,0.45
ZONE_5,R7,B9,"{'length': 38, 'width': 29, 'height': 23}",1,0.57
ZONE_5,R7,B10,"{'length': 91, 'width': 44, 'height': 12}",4,0.63
ZONE_5,R7,B11,"{'length': 10, 'width': 23, 'height': 19}",5,0.65
ZONE_5,R7,B12,"{'length': 58, 'width': 20, 'height': 26}",3,0.41
ZONE_5,R7,B13,"{'length': 31, 'width': 32, 'height': 27}",2,0.66
ZONE_5,R7,B14,"{'length': 16, 'width': 48, 'height': 12}",5,0.47
ZONE_5,R7,B15,"{'length': 79, 'width': 13, 'height': 23}",5,0.49
ZONE_5,R7,B16,"{'length': 36, 'width': 16, 'height': 13}",3,0.59
ZONE_5,R7,B17,"{'length': 23, 'width': 19, 'height': 8}",4,0.8
ZONE_5,R7,B18,"{'length': 37, 'width': 15, 'height': 25}",4,0.71
ZONE_5,R7,B19,"{'length': 26, 'width': 22, 'height': 25}",4,0.42
ZONE_5,R7,B20,"{'length': 11, 'width': 35, 'height': 21}",3,0.41
ZONE_5,R8,B1,"{'length': 73, 'width': 36, 'height': 6}",3,0.4
ZONE_5,R8,B2,"{'length': 46, 'width': 36, 'height': 9}",3,0.66
ZONE_5,R8,B3,"{'length': 42, 'width': 42, 'height': 23}",5,0.36
ZONE_5,R8,B4,"{'length': 99, 'width': 18, 'height': 14}",1,0.8
ZONE_5,R8,B5,"{'length': 50, 'width': 26, 'height': 20}",5,0.37
ZONE_5,R8,B6,"{'length': 86, 'width': 44, 'height': 8}",5,0.59
ZONE_5,R8,B7,"{'length': 97, 'width': 48, 'height': 12}",3,0.5
ZONE_5,R8,B8,"{'length': 55, 'width': 10, 'height': 10}",1,0.7
ZONE_5,R8,B9,"{'length': 78, 'width': 32, 'height': 13}",5,0.47
ZONE_5,R8,B10,"{'length': 67, 'width': 39, 'height': 7}",2,0.53
ZONE_5,R8,B11,"{'length': 57, 'width': 32, 'height': 16}",1,0.67
ZONE_5,R8,B12,"{'length': 33, 'width': 43, 'height': 22}",3,0.57
ZONE_5,R8,B13,"{'length': 11, 'width': 19, 'height': 14}",4,0.78
ZONE_5,R8,B14,"{'length': 40, 'width': 18, 'height': 29}",3,0.76
ZONE_5,R8,B15,"{'length': 75, 'width': 18, 'height': 21}",5,0.6
ZONE_5,R8,B16,"{'length': 90, 'width': 24, 'height': 10}",1,0.55
ZONE_5,R8,B17,"{'length': 98, 'width': 28, 'height': 16}",2,0.67
ZONE_5,R8,B18,"{'length': 50, 'width': 34, 'height': 23}",4,0.77
ZONE_5,R8,B19,"{'length': 50, 'width': 29, 'height': 25}",5,0.58
ZONE_5,R8,B20,"{'length': 27, 'width': 46, 'height': 11}",1,0.49
ZONE_5,R9,B1,"{'length': 48, 'width': 44, 'height': 24}",3,0.68
ZONE_5,R9,B2,"{'length': 80, 'width': 35, 'height': 19}",4,0.79
ZONE_5,R9,B3,"{'length': 27, 'width': 18, 'height': 5}",4,0.76
ZONE_5,R9,B4,"{'length': 96, 'width': 22, 'height': 5}",4,0.82
ZONE_5,R9,B5,"{'length': 81, 'width': 33, 'height': 6}",2,0.51
ZONE_5,R9,B6,"{'length': 10, 'width': 43, 'height': 26}",1,0.79
ZONE_5,R9,B7,"{'length': 79, 'width': 35, 'height': 7}",2,0.45
ZONE_5,R9,B8,"{'length': 78, 'width': 37, 'height': 14}",3,0.7
ZONE_5,R9,B9,"{'length': 66, 'width': 36, 'height': 26}",5,0.62
ZONE_5,R9,B10,"{'length': 50, 'width': 24, 'height': 26}",5,0.58
ZONE_5,R9,B11,"{'length': 48, 'width': 17, 'height': 14}",4,0.51
ZONE_5,R9,B12,"{'length': 85, 'width': 47, 'height': 5}",4,0.39
ZONE_5,R9,B13,"{'length': 65, 'width': 19, 'height': 12}",1,0.88
ZONE_5,R9,B14,"{'length': 53, 'width': 49, 'height': 25}",1,0.85
ZONE_5,R9,B15,"{'length': 33, 'width': 21, 'height': 7}",1,0.73
ZONE_5,R9,B16,"{'length': 56, 'width': 22, 'height': 14}",2,0.77
ZONE_5,R9,B17,"{'length': 97, 'width': 29, 'height': 6}",5,0.87
ZONE_5,R9,B18,"{'length': 65, 'width': 11, 'height': 21}",5,0.49
ZONE_5,R9,B19,"{'length': 96, 'width': 34, 'height': 8}",4,0.62
ZONE_5,R9,B20,"{'length': 17, 'width': 32, 'height': 21}",5,0.46
ZONE_5,R10,B1,"{'length': 15, 'width': 16, 'height': 15}",4,0.67
ZONE_5,R10,B2,"{'length': 10, 'width': 31, 'height': 10}",5,0.7
ZONE_5,R10,B3,"{'length': 48, 'width': 15, 'height': 20}",4,0.74
ZONE_5,R10,B4,"{'length': 64, 'width': 32, 'height': 8}",1,0.31
ZONE_5,R10,B5,"{'length': 93, 'width': 19, 'height': 18}",3,0.71
ZONE_5,R10,B6,"{'length': 21, 'width': 26, 'height': 20}",5,0.36
ZONE_5,R10,B7,"{'length': 67, 'width': 18, 'height': 18}",1,0.53
ZONE_5,R10,B8,"{'length': 37, 'width': 47, 'height': 15}",3,0.36
ZONE_5,R10,B9,"{'length': 36, 'width': 21, 'height': 5}",4,0.7
ZONE_5,R10,B10,"{'length': 94, 'width': 23, 'height': 26}",4,0.86
ZONE_5,R10,B11,"{'length': 91, 'width': 18, 'height': 24}",3,0.78
ZONE_5,R10,B12,"{'length': 94, 'width': 38, 'height': 26}",5,0.46
ZONE_5,R10,B13,"{'length': 23, 'width': 29, 'height': 22}",4,0.64
ZONE_5,R10,B14,"{'length': 56, 'width': 26, 'height': 9}",4,0.63
ZONE_5,R10,B15,"{'length': 70, 'width': 32, 'height': 9}",2,0.41
