log_id,item_id,timestamp,movement_type,location,order_id
LOG_00697,ITEM_0406,2023-01-30 01:00:00,out,B10,ORD_0697
LOG_00698,ITEM_0442,2023-01-30 02:00:00,out,B5,ORD_0698
LOG_00699,ITEM_0646,2023-01-30 03:00:00,out,B17,ORD_0699
LOG_00700,ITEM_0115,2023-01-30 04:00:00,out,B17,ORD_0700
LOG_00701,ITEM_0880,2023-01-30 05:00:00,in,B4,ORD_0701
LOG_00702,ITEM_0905,2023-01-30 06:00:00,in,B17,ORD_0702
LOG_00703,ITEM_0066,2023-01-30 07:00:00,out,B12,ORD_0703
LOG_00704,ITEM_0347,2023-01-30 08:00:00,in,B8,ORD_0704
LOG_00705,ITEM_0688,2023-01-30 09:00:00,in,B20,ORD_0705
LOG_00706,ITEM_0976,2023-01-30 10:00:00,in,B18,ORD_0706
LOG_00707,ITEM_0979,2023-01-30 11:00:00,in,B18,ORD_0707
LOG_00708,ITEM_0589,2023-01-30 12:00:00,out,B10,ORD_0708
LOG_00709,ITEM_0097,2023-01-30 13:00:00,in,B9,ORD_0709
LOG_00710,ITEM_0378,2023-01-30 14:00:00,out,B2,ORD_0710
LOG_00711,ITEM_0084,2023-01-30 15:00:00,out,B15,ORD_0711
LOG_00712,ITEM_0195,2023-01-30 16:00:00,in,B6,ORD_0712
LOG_00713,ITEM_0628,2023-01-30 17:00:00,out,B8,ORD_0713
LOG_00714,ITEM_0638,2023-01-30 18:00:00,out,B3,ORD_0714
LOG_00715,ITEM_0353,2023-01-30 19:00:00,in,B10,ORD_0715
LOG_00716,ITEM_0095,2023-01-30 20:00:00,out,B14,ORD_0716
LOG_00717,ITEM_0505,2023-01-30 21:00:00,in,B7,ORD_0717
LOG_00718,ITEM_0733,2023-01-30 22:00:00,out,B16,ORD_0718
LOG_00719,ITEM_0993,2023-01-30 23:00:00,out,B2,ORD_0719
LOG_00720,ITEM_0387,2023-01-31 00:00:00,out,B14,ORD_0720
LOG_00721,ITEM_0591,2023-01-31 01:00:00,in,B10,ORD_0721
LOG_00722,ITEM_0011,2023-01-31 02:00:00,out,B16,ORD_0722
LOG_00723,ITEM_0821,2023-01-31 03:00:00,in,B13,ORD_0723
LOG_00724,ITEM_0198,2023-01-31 04:00:00,in,B19,ORD_0724
LOG_00725,ITEM_0796,2023-01-31 05:00:00,in,B8,ORD_0725
LOG_00726,ITEM_0467,2023-01-31 06:00:00,out,B2,ORD_0726
LOG_00727,ITEM_0443,2023-01-31 07:00:00,in,B12,ORD_0727
LOG_00728,ITEM_0555,2023-01-31 08:00:00,out,B10,ORD_0728
LOG_00729,ITEM_0526,2023-01-31 09:00:00,in,B11,ORD_0729
LOG_00730,ITEM_0358,2023-01-31 10:00:00,out,B12,ORD_0730
LOG_00731,ITEM_0930,2023-01-31 11:00:00,in,B18,ORD_0731
LOG_00732,ITEM_0012,2023-01-31 12:00:00,out,B17,ORD_0732
LOG_00733,ITEM_0698,2023-01-31 13:00:00,in,B8,ORD_0733
LOG_00734,ITEM_0835,2023-01-31 14:00:00,in,B9,ORD_0734
LOG_00735,ITEM_0644,2023-01-31 15:00:00,out,B6,ORD_0735
LOG_00736,ITEM_0238,2023-01-31 16:00:00,in,B7,ORD_0736
LOG_00737,ITEM_0142,2023-01-31 17:00:00,in,B16,ORD_0737
LOG_00738,ITEM_0088,2023-01-31 18:00:00,out,B2,ORD_0738
LOG_00739,ITEM_0989,2023-01-31 19:00:00,in,B10,ORD_0739
LOG_00740,ITEM_0540,2023-01-31 20:00:00,in,B18,ORD_0740
LOG_00741,ITEM_0553,2023-01-31 21:00:00,in,B12,ORD_0741
LOG_00742,ITEM_0062,2023-01-31 22:00:00,out,B18,ORD_0742
LOG_00743,ITEM_0212,2023-01-31 23:00:00,in,B8,ORD_0743
LOG_00744,ITEM_0257,2023-02-01 00:00:00,in,B16,ORD_0744
LOG_00745,ITEM_0771,2023-02-01 01:00:00,out,B14,ORD_0745
LOG_00746,ITEM_0064,2023-02-01 02:00:00,out,B1,ORD_0746
LOG_00747,ITEM_0358,2023-02-01 03:00:00,out,B11,ORD_0747
LOG_00748,ITEM_0269,2023-02-01 04:00:00,in,B14,ORD_0748
LOG_00749,ITEM_0749,2023-02-01 05:00:00,in,B11,ORD_0749
LOG_00750,ITEM_0228,2023-02-01 06:00:00,out,B11,ORD_0750
LOG_00751,ITEM_0945,2023-02-01 07:00:00,out,B5,ORD_0751
LOG_00752,ITEM_0483,2023-02-01 08:00:00,out,B16,ORD_0752
LOG_00753,ITEM_0563,2023-02-01 09:00:00,in,B6,ORD_0753
LOG_00754,ITEM_0452,2023-02-01 10:00:00,out,B6,ORD_0754
LOG_00755,ITEM_0855,2023-02-01 11:00:00,in,B20,ORD_0755
LOG_00756,ITEM_0858,2023-02-01 12:00:00,in,B7,ORD_0756
LOG_00757,ITEM_0874,2023-02-01 13:00:00,out,B17,ORD_0757
LOG_00758,ITEM_0330,2023-02-01 14:00:00,out,B4,ORD_0758
LOG_00759,ITEM_0468,2023-02-01 15:00:00,in,B2,ORD_0759
LOG_00760,ITEM_0501,2023-02-01 16:00:00,in,B16,ORD_0760
LOG_00761,ITEM_0927,2023-02-01 17:00:00,out,B17,ORD_0761
LOG_00762,ITEM_0988,2023-02-01 18:00:00,in,B1,ORD_0762
LOG_00763,ITEM_0110,2023-02-01 19:00:00,in,B15,ORD_0763
LOG_00764,ITEM_0917,2023-02-01 20:00:00,out,B6,ORD_0764
LOG_00765,ITEM_0237,2023-02-01 21:00:00,in,B3,ORD_0765
LOG_00766,ITEM_0193,2023-02-01 22:00:00,out,B6,ORD_0766
LOG_00767,ITEM_0527,2023-02-01 23:00:00,out,B2,ORD_0767
LOG_00768,ITEM_0543,2023-02-02 00:00:00,in,B14,ORD_0768
LOG_00769,ITEM_0637,2023-02-02 01:00:00,out,B4,ORD_0769
LOG_00770,ITEM_0632,2023-02-02 02:00:00,in,B18,ORD_0770
LOG_00771,ITEM_0619,2023-02-02 03:00:00,out,B17,ORD_0771
LOG_00772,ITEM_0768,2023-02-02 04:00:00,out,B19,ORD_0772
LOG_00773,ITEM_0583,2023-02-02 05:00:00,out,B3,ORD_0773
LOG_00774,ITEM_0005,2023-02-02 06:00:00,out,B3,ORD_0774
LOG_00775,ITEM_0809,2023-02-02 07:00:00,in,B1,ORD_0775
LOG_00776,ITEM_0882,2023-02-02 08:00:00,in,B15,ORD_0776
LOG_00777,ITEM_0603,2023-02-02 09:00:00,in,B5,ORD_0777
LOG_00778,ITEM_0784,2023-02-02 10:00:00,in,B9,ORD_0778
LOG_00779,ITEM_0175,2023-02-02 11:00:00,in,B15,ORD_0779
LOG_00780,ITEM_0262,2023-02-02 12:00:00,in,B10,ORD_0780
LOG_00781,ITEM_0099,2023-02-02 13:00:00,in,B19,ORD_0781
LOG_00782,ITEM_0791,2023-02-02 14:00:00,out,B19,ORD_0782
LOG_00783,ITEM_0302,2023-02-02 15:00:00,out,B1,ORD_0783
LOG_00784,ITEM_0689,2023-02-02 16:00:00,out,B14,ORD_0784
LOG_00785,ITEM_0048,2023-02-02 17:00:00,out,B1,ORD_0785
LOG_00786,ITEM_0594,2023-02-02 18:00:00,in,B3,ORD_0786
LOG_00787,ITEM_0520,2023-02-02 19:00:00,out,B3,ORD_0787
LOG_00788,ITEM_0966,2023-02-02 20:00:00,out,B20,ORD_0788
LOG_00789,ITEM_0396,2023-02-02 21:00:00,in,B2,ORD_0789
LOG_00790,ITEM_0075,2023-02-02 22:00:00,out,B16,ORD_0790
LOG_00791,ITEM_0789,2023-02-02 23:00:00,out,B4,ORD_0791
LOG_00792,ITEM_0596,2023-02-03 00:00:00,in,B20,ORD_0792
LOG_00793,ITEM_0879,2023-02-03 01:00:00,in,B17,ORD_0793
LOG_00794,ITEM_0798,2023-02-03 02:00:00,out,B17,ORD_0794
LOG_00795,ITEM_0117,2023-02-03 03:00:00,in,B11,ORD_0795
LOG_00796,ITEM_0160,2023-02-03 04:00:00,in,B16,ORD_0796
LOG_00797,ITEM_0560,2023-02-03 05:00:00,in,B12,ORD_0797
LOG_00798,ITEM_0810,2023-02-03 06:00:00,out,B15,ORD_0798
LOG_00799,ITEM_0919,2023-02-03 07:00:00,in,B6,ORD_0799
LOG_00800,ITEM_0040,2023-02-03 08:00:00,in,B1,ORD_0800
LOG_00801,ITEM_0332,2023-02-03 09:00:00,out,B5,ORD_0801
LOG_00802,ITEM_0340,2023-02-03 10:00:00,out,B3,ORD_0802
LOG_00803,ITEM_0735,2023-02-03 11:00:00,in,B10,ORD_0803
LOG_00804,ITEM_0787,2023-02-03 12:00:00,in,B1,ORD_0804
LOG_00805,ITEM_0695,2023-02-03 13:00:00,in,B16,ORD_0805
LOG_00806,ITEM_0638,2023-02-03 14:00:00,in,B7,ORD_0806
LOG_00807,ITEM_0741,2023-02-03 15:00:00,in,B7,ORD_0807
LOG_00808,ITEM_0131,2023-02-03 16:00:00,out,B2,ORD_0808
LOG_00809,ITEM_0740,2023-02-03 17:00:00,out,B15,ORD_0809
LOG_00810,ITEM_0043,2023-02-03 18:00:00,in,B12,ORD_0810
LOG_00811,ITEM_0736,2023-02-03 19:00:00,in,B4,ORD_0811
LOG_00812,ITEM_0778,2023-02-03 20:00:00,out,B3,ORD_0812
LOG_00813,ITEM_0568,2023-02-03 21:00:00,in,B6,ORD_0813
LOG_00814,ITEM_0376,2023-02-03 22:00:00,out,B16,ORD_0814
LOG_00815,ITEM_0973,2023-02-03 23:00:00,out,B15,ORD_0815
LOG_00816,ITEM_0793,2023-02-04 00:00:00,out,B10,ORD_0816
LOG_00817,ITEM_0149,2023-02-04 01:00:00,out,B17,ORD_0817
LOG_00818,ITEM_0114,2023-02-04 02:00:00,out,B7,ORD_0818
LOG_00819,ITEM_0301,2023-02-04 03:00:00,out,B12,ORD_0819
LOG_00820,ITEM_0038,2023-02-04 04:00:00,out,B11,ORD_0820
LOG_00821,ITEM_0983,2023-02-04 05:00:00,out,B15,ORD_0821
LOG_00822,ITEM_0859,2023-02-04 06:00:00,out,B4,ORD_0822
LOG_00823,ITEM_0300,2023-02-04 07:00:00,in,B6,ORD_0823
LOG_00824,ITEM_0302,2023-02-04 08:00:00,out,B11,ORD_0824
LOG_00825,ITEM_0167,2023-02-04 09:00:00,in,B1,ORD_0825
LOG_00826,ITEM_0574,2023-02-04 10:00:00,out,B18,ORD_0826
LOG_00827,ITEM_0134,2023-02-04 11:00:00,in,B13,ORD_0827
LOG_00828,ITEM_0414,2023-02-04 12:00:00,out,B3,ORD_0828
LOG_00829,ITEM_0641,2023-02-04 13:00:00,in,B4,ORD_0829
LOG_00830,ITEM_0387,2023-02-04 14:00:00,in,B7,ORD_0830
LOG_00831,ITEM_0015,2023-02-04 15:00:00,in,B17,ORD_0831
LOG_00832,ITEM_0521,2023-02-04 16:00:00,in,B8,ORD_0832
LOG_00833,ITEM_0637,2023-02-04 17:00:00,out,B17,ORD_0833
LOG_00834,ITEM_0966,2023-02-04 18:00:00,in,B16,ORD_0834
LOG_00835,ITEM_0431,2023-02-04 19:00:00,in,B16,ORD_0835
LOG_00836,ITEM_0808,2023-02-04 20:00:00,out,B10,ORD_0836
LOG_00837,ITEM_0685,2023-02-04 21:00:00,out,B7,ORD_0837
LOG_00838,ITEM_0935,2023-02-04 22:00:00,in,B16,ORD_0838
LOG_00839,ITEM_0849,2023-02-04 23:00:00,out,B8,ORD_0839
LOG_00840,ITEM_0027,2023-02-05 00:00:00,in,B8,ORD_0840
LOG_00841,ITEM_0191,2023-02-05 01:00:00,out,B4,ORD_0841
LOG_00842,ITEM_0903,2023-02-05 02:00:00,out,B13,ORD_0842
LOG_00843,ITEM_0486,2023-02-05 03:00:00,in,B11,ORD_0843
LOG_00844,ITEM_0293,2023-02-05 04:00:00,in,B8,ORD_0844
LOG_00845,ITEM_0411,2023-02-05 05:00:00,in,B8,ORD_0845
LOG_00846,ITEM_0254,2023-02-05 06:00:00,in,B17,ORD_0846
LOG_00847,ITEM_0123,2023-02-05 07:00:00,out,B10,ORD_0847
LOG_00848,ITEM_0194,2023-02-05 08:00:00,in,B19,ORD_0848
LOG_00849,ITEM_0110,2023-02-05 09:00:00,in,B3,ORD_0849
LOG_00850,ITEM_0566,2023-02-05 10:00:00,in,B6,ORD_0850
LOG_00851,ITEM_0294,2023-02-05 11:00:00,in,B18,ORD_0851
LOG_00852,ITEM_0960,2023-02-05 12:00:00,in,B3,ORD_0852
LOG_00853,ITEM_0247,2023-02-05 13:00:00,out,B6,ORD_0853
LOG_00854,ITEM_0874,2023-02-05 14:00:00,out,B2,ORD_0854
LOG_00855,ITEM_0299,2023-02-05 15:00:00,out,B5,ORD_0855
LOG_00856,ITEM_0970,2023-02-05 16:00:00,in,B3,ORD_0856
LOG_00857,ITEM_0790,2023-02-05 17:00:00,in,B9,ORD_0857
LOG_00858,ITEM_0295,2023-02-05 18:00:00,out,B5,ORD_0858
LOG_00859,ITEM_0275,2023-02-05 19:00:00,in,B15,ORD_0859
LOG_00860,ITEM_0945,2023-02-05 20:00:00,in,B4,ORD_0860
LOG_00861,ITEM_0509,2023-02-05 21:00:00,out,B11,ORD_0861
LOG_00862,ITEM_0554,2023-02-05 22:00:00,in,B20,ORD_0862
LOG_00863,ITEM_0954,2023-02-05 23:00:00,out,B9,ORD_0863
LOG_00864,ITEM_0929,2023-02-06 00:00:00,out,B9,ORD_0864
LOG_00865,ITEM_0351,2023-02-06 01:00:00,out,B1,ORD_0865
LOG_00866,ITEM_0822,2023-02-06 02:00:00,out,B6,ORD_0866
LOG_00867,ITEM_0828,2023-02-06 03:00:00,out,B15,ORD_0867
LOG_00868,ITEM_0555,2023-02-06 04:00:00,out,B19,ORD_0868
LOG_00869,ITEM_0190,2023-02-06 05:00:00,in,B13,ORD_0869
LOG_00870,ITEM_0497,2023-02-06 06:00:00,in,B6,ORD_0870
LOG_00871,ITEM_0255,2023-02-06 07:00:00,out,B4,ORD_0871
LOG_00872,ITEM_0473,2023-02-06 08:00:00,in,B9,ORD_0872
LOG_00873,ITEM_0702,2023-02-06 09:00:00,in,B2,ORD_0873
LOG_00874,ITEM_0080,2023-02-06 10:00:00,out,B6,ORD_0874
LOG_00875,ITEM_0884,2023-02-06 11:00:00,out,B15,ORD_0875
LOG_00876,ITEM_0384,2023-02-06 12:00:00,in,B19,ORD_0876
LOG_00877,ITEM_0910,2023-02-06 13:00:00,in,B2,ORD_0877
LOG_00878,ITEM_0871,2023-02-06 14:00:00,in,B10,ORD_0878
LOG_00879,ITEM_0060,2023-02-06 15:00:00,in,B11,ORD_0879
LOG_00880,ITEM_0712,2023-02-06 16:00:00,in,B15,ORD_0880
LOG_00881,ITEM_0177,2023-02-06 17:00:00,in,B5,ORD_0881
LOG_00882,ITEM_0196,2023-02-06 18:00:00,out,B13,ORD_0882
LOG_00883,ITEM_0462,2023-02-06 19:00:00,out,B18,ORD_0883
LOG_00884,ITEM_0316,2023-02-06 20:00:00,out,B1,ORD_0884
LOG_00885,ITEM_0214,2023-02-06 21:00:00,out,B13,ORD_0885
LOG_00886,ITEM_0608,2023-02-06 22:00:00,out,B9,ORD_0886
LOG_00887,ITEM_0796,2023-02-06 23:00:00,in,B8,ORD_0887
LOG_00888,ITEM_0479,2023-02-07 00:00:00,out,B12,ORD_0888
LOG_00889,ITEM_0573,2023-02-07 01:00:00,out,B14,ORD_0889
LOG_00890,ITEM_0337,2023-02-07 02:00:00,out,B9,ORD_0890
LOG_00891,ITEM_0047,2023-02-07 03:00:00,out,B12,ORD_0891
LOG_00892,ITEM_0356,2023-02-07 04:00:00,out,B7,ORD_0892
LOG_00893,ITEM_0405,2023-02-07 05:00:00,in,B8,ORD_0893
LOG_00894,ITEM_0817,2023-02-07 06:00:00,out,B3,ORD_0894
LOG_00895,ITEM_0285,2023-02-07 07:00:00,in,B12,ORD_0895
LOG_00896,ITEM_0150,2023-02-07 08:00:00,out,B10,ORD_0896
LOG_00897,ITEM_0082,2023-02-07 09:00:00,out,B15,ORD_0897
LOG_00898,ITEM_0029,2023-02-07 10:00:00,out,B8,ORD_0898
LOG_00899,ITEM_0023,2023-02-07 11:00:00,out,B20,ORD_0899
LOG_00900,ITEM_0279,2023-02-07 12:00:00,out,B3,ORD_0900
LOG_00901,ITEM_0962,2023-02-07 13:00:00,in,B12,ORD_0901
LOG_00902,ITEM_0333,2023-02-07 14:00:00,in,B11,ORD_0902
LOG_00903,ITEM_0894,2023-02-07 15:00:00,in,B9,ORD_0903
LOG_00904,ITEM_0823,2023-02-07 16:00:00,in,B20,ORD_0904
LOG_00905,ITEM_0248,2023-02-07 17:00:00,out,B12,ORD_0905
LOG_00906,ITEM_0884,2023-02-07 18:00:00,out,B11,ORD_0906
LOG_00907,ITEM_0119,2023-02-07 19:00:00,out,B14,ORD_0907
LOG_00908,ITEM_0653,2023-02-07 20:00:00,in,B14,ORD_0908
LOG_00909,ITEM_0671,2023-02-07 21:00:00,out,B2,ORD_0909
LOG_00910,ITEM_0880,2023-02-07 22:00:00,out,B17,ORD_0910
LOG_00911,ITEM_0666,2023-02-07 23:00:00,out,B10,ORD_0911
LOG_00912,ITEM_0065,2023-02-08 00:00:00,out,B13,ORD_0912
LOG_00913,ITEM_0425,2023-02-08 01:00:00,in,B18,ORD_0913
LOG_00914,ITEM_0671,2023-02-08 02:00:00,in,B12,ORD_0914
LOG_00915,ITEM_0744,2023-02-08 03:00:00,out,B3,ORD_0915
LOG_00916,ITEM_0993,2023-02-08 04:00:00,out,B5,ORD_0916
LOG_00917,ITEM_0355,2023-02-08 05:00:00,out,B2,ORD_0917
LOG_00918,ITEM_0939,2023-02-08 06:00:00,out,B19,ORD_0918
LOG_00919,ITEM_0215,2023-02-08 07:00:00,out,B3,ORD_0919
LOG_00920,ITEM_0857,2023-02-08 08:00:00,out,B19,ORD_0920
LOG_00921,ITEM_0810,2023-02-08 09:00:00,in,B8,ORD_0921
LOG_00922,ITEM_0153,2023-02-08 10:00:00,out,B11,ORD_0922
LOG_00923,ITEM_0510,2023-02-08 11:00:00,out,B4,ORD_0923
LOG_00924,ITEM_0068,2023-02-08 12:00:00,in,B8,ORD_0924
LOG_00925,ITEM_0159,2023-02-08 13:00:00,out,B3,ORD_0925
LOG_00926,ITEM_0405,2023-02-08 14:00:00,in,B10,ORD_0926
LOG_00927,ITEM_0213,2023-02-08 15:00:00,out,B8,ORD_0927
LOG_00928,ITEM_0248,2023-02-08 16:00:00,in,B10,ORD_0928
LOG_00929,ITEM_0906,2023-02-08 17:00:00,out,B6,ORD_0929
LOG_00930,ITEM_0762,2023-02-08 18:00:00,in,B1,ORD_0930
LOG_00931,ITEM_0633,2023-02-08 19:00:00,in,B1,ORD_0931
LOG_00932,ITEM_0828,2023-02-08 20:00:00,out,B13,ORD_0932
LOG_00933,ITEM_0378,2023-02-08 21:00:00,out,B8,ORD_0933
LOG_00934,ITEM_0073,2023-02-08 22:00:00,out,B9,ORD_0934
LOG_00935,ITEM_0139,2023-02-08 23:00:00,out,B18,ORD_0935
LOG_00936,ITEM_0590,2023-02-09 00:00:00,out,B13,ORD_0936
LOG_00937,ITEM_0407,2023-02-09 01:00:00,out,B3,ORD_0937
LOG_00938,ITEM_0255,2023-02-09 02:00:00,in,B2,ORD_0938
LOG_00939,ITEM_0343,2023-02-09 03:00:00,out,B9,ORD_0939
LOG_00940,ITEM_0868,2023-02-09 04:00:00,out,B1,ORD_0940
LOG_00941,ITEM_0289,2023-02-09 05:00:00,in,B8,ORD_0941
LOG_00942,ITEM_0762,2023-02-09 06:00:00,out,B10,ORD_0942
LOG_00943,ITEM_0210,2023-02-09 07:00:00,out,B4,ORD_0943
LOG_00944,ITEM_0283,2023-02-09 08:00:00,in,B9,ORD_0944
LOG_00945,ITEM_0154,2023-02-09 09:00:00,in,B11,ORD_0945
LOG_00946,ITEM_0457,2023-02-09 10:00:00,out,B8,ORD_0946
LOG_00947,ITEM_0378,2023-02-09 11:00:00,out,B17,ORD_0947
LOG_00948,ITEM_0435,2023-02-09 12:00:00,in,B6,ORD_0948
LOG_00949,ITEM_0799,2023-02-09 13:00:00,out,B19,ORD_0949
LOG_00950,ITEM_0258,2023-02-09 14:00:00,out,B19,ORD_0950
LOG_00951,ITEM_0334,2023-02-09 15:00:00,in,B15,ORD_0951
LOG_00952,ITEM_0223,2023-02-09 16:00:00,out,B5,ORD_0952
LOG_00953,ITEM_0595,2023-02-09 17:00:00,in,B8,ORD_0953
LOG_00954,ITEM_0123,2023-02-09 18:00:00,out,B9,ORD_0954
LOG_00955,ITEM_0016,2023-02-09 19:00:00,in,B1,ORD_0955
LOG_00956,ITEM_0486,2023-02-09 20:00:00,in,B20,ORD_0956
LOG_00957,ITEM_0714,2023-02-09 21:00:00,out,B1,ORD_0957
LOG_00958,ITEM_0098,2023-02-09 22:00:00,in,B6,ORD_0958
LOG_00959,ITEM_0183,2023-02-09 23:00:00,out,B8,ORD_0959
LOG_00960,ITEM_0759,2023-02-10 00:00:00,in,B17,ORD_0960
LOG_00961,ITEM_0656,2023-02-10 01:00:00,in,B3,ORD_0961
LOG_00962,ITEM_0232,2023-02-10 02:00:00,out,B12,ORD_0962
LOG_00963,ITEM_0050,2023-02-10 03:00:00,in,B2,ORD_0963
LOG_00964,ITEM_0314,2023-02-10 04:00:00,in,B14,ORD_0964
LOG_00965,ITEM_0446,2023-02-10 05:00:00,out,B13,ORD_0965
LOG_00966,ITEM_0952,2023-02-10 06:00:00,out,B14,ORD_0966
LOG_00967,ITEM_0191,2023-02-10 07:00:00,out,B11,ORD_0967
LOG_00968,ITEM_0243,2023-02-10 08:00:00,in,B16,ORD_0968
LOG_00969,ITEM_0852,2023-02-10 09:00:00,in,B16,ORD_0969
LOG_00970,ITEM_0001,2023-02-10 10:00:00,in,B7,ORD_0970
LOG_00971,ITEM_0333,2023-02-10 11:00:00,out,B8,ORD_0971
LOG_00972,ITEM_0390,2023-02-10 12:00:00,in,B6,ORD_0972
LOG_00973,ITEM_0151,2023-02-10 13:00:00,out,B5,ORD_0973
LOG_00974,ITEM_0030,2023-02-10 14:00:00,in,B4,ORD_0974
LOG_00975,ITEM_0503,2023-02-10 15:00:00,out,B17,ORD_0975
LOG_00976,ITEM_0943,2023-02-10 16:00:00,out,B4,ORD_0976
LOG_00977,ITEM_0016,2023-02-10 17:00:00,in,B16,ORD_0977
LOG_00978,ITEM_0241,2023-02-10 18:00:00,out,B18,ORD_0978
LOG_00979,ITEM_0822,2023-02-10 19:00:00,in,B14,ORD_0979
LOG_00980,ITEM_0473,2023-02-10 20:00:00,in,B9,ORD_0980
LOG_00981,ITEM_0623,2023-02-10 21:00:00,in,B3,ORD_0981
LOG_00982,ITEM_0934,2023-02-10 22:00:00,in,B12,ORD_0982
LOG_00983,ITEM_0970,2023-02-10 23:00:00,out,B5,ORD_0983
LOG_00984,ITEM_0092,2023-02-11 00:00:00,out,B2,ORD_0984
LOG_00985,ITEM_0670,2023-02-11 01:00:00,out,B2,ORD_0985
LOG_00986,ITEM_0281,2023-02-11 02:00:00,in,B2,ORD_0986
LOG_00987,ITEM_0154,2023-02-11 03:00:00,out,B8,ORD_0987
LOG_00988,ITEM_0738,2023-02-11 04:00:00,in,B3,ORD_0988
LOG_00989,ITEM_0616,2023-02-11 05:00:00,in,B14,ORD_0989
LOG_00990,ITEM_0083,2023-02-11 06:00:00,in,B7,ORD_0990
LOG_00991,ITEM_0703,2023-02-11 07:00:00,in,B2,ORD_0991
LOG_00992,ITEM_0157,2023-02-11 08:00:00,out,B14,ORD_0992
LOG_00993,ITEM_0920,2023-02-11 09:00:00,in,B18,ORD_0993
LOG_00994,ITEM_0743,2023-02-11 10:00:00,out,B17,ORD_0994
LOG_00995,ITEM_0373,2023-02-11 11:00:00,out,B14,ORD_0995
LOG_00996,ITEM_0708,2023-02-11 12:00:00,out,B13,ORD_0996
LOG_00997,ITEM_0515,2023-02-11 13:00:00,out,B14,ORD_0997
LOG_00998,ITEM_0218,2023-02-11 14:00:00,out,B16,ORD_0998
LOG_00999,ITEM_0577,2023-02-11 15:00:00,out,B19,ORD_0999
LOG_01000,ITEM_0324,2023-02-11 16:00:00,out,B14,ORD_1000
LOG_01001,ITEM_0014,2023-02-11 17:00:00,out,B13,ORD_1001
LOG_01002,ITEM_0335,2023-02-11 18:00:00,in,B15,ORD_1002
LOG_01003,ITEM_0762,2023-02-11 19:00:00,in,B9,ORD_1003
LOG_01004,ITEM_0947,2023-02-11 20:00:00,in,B19,ORD_1004
LOG_01005,ITEM_0402,2023-02-11 21:00:00,in,B20,ORD_1005
LOG_01006,ITEM_0822,2023-02-11 22:00:00,out,B5,ORD_1006
LOG_01007,ITEM_0645,2023-02-11 23:00:00,out,B1,ORD_1007
LOG_01008,ITEM_0538,2023-02-12 00:00:00,out,B7,ORD_1008
LOG_01009,ITEM_0707,2023-02-12 01:00:00,out,B11,ORD_1009
LOG_01010,ITEM_0969,2023-02-12 02:00:00,in,B10,ORD_1010
LOG_01011,ITEM_0443,2023-02-12 03:00:00,out,B8,ORD_1011
LOG_01012,ITEM_0043,2023-02-12 04:00:00,out,B2,ORD_1012
LOG_01013,ITEM_0585,2023-02-12 05:00:00,out,B11,ORD_1013
LOG_01014,ITEM_0812,2023-02-12 06:00:00,in,B13,ORD_1014
LOG_01015,ITEM_0729,2023-02-12 07:00:00,out,B20,ORD_1015
LOG_01016,ITEM_0548,2023-02-12 08:00:00,in,B15,ORD_1016
LOG_01017,ITEM_0496,2023-02-12 09:00:00,in,B11,ORD_1017
LOG_01018,ITEM_0613,2023-02-12 10:00:00,in,B8,ORD_1018
LOG_01019,ITEM_0139,2023-02-12 11:00:00,out,B12,ORD_1019
LOG_01020,ITEM_0227,2023-02-12 12:00:00,in,B1,ORD_1020
LOG_01021,ITEM_0742,2023-02-12 13:00:00,in,B5,ORD_1021
LOG_01022,ITEM_0377,2023-02-12 14:00:00,in,B9,ORD_1022
LOG_01023,ITEM_0045,2023-02-12 15:00:00,in,B15,ORD_1023
LOG_01024,ITEM_0473,2023-02-12 16:00:00,out,B6,ORD_1024
LOG_01025,ITEM_0982,2023-02-12 17:00:00,out,B16,ORD_1025
LOG_01026,ITEM_0668,2023-02-12 18:00:00,out,B14,ORD_1026
LOG_01027,ITEM_0957,2023-02-12 19:00:00,in,B15,ORD_1027
LOG_01028,ITEM_0818,2023-02-12 20:00:00,out,B15,ORD_1028
LOG_01029,ITEM_0072,2023-02-12 21:00:00,out,B2,ORD_1029
LOG_01030,ITEM_0700,2023-02-12 22:00:00,out,B19,ORD_1030
LOG_01031,ITEM_0524,2023-02-12 23:00:00,out,B5,ORD_1031
LOG_01032,ITEM_0072,2023-02-13 00:00:00,out,B19,ORD_1032
LOG_01033,ITEM_0431,2023-02-13 01:00:00,in,B6,ORD_1033
LOG_01034,ITEM_0031,2023-02-13 02:00:00,out,B8,ORD_1034
LOG_01035,ITEM_0834,2023-02-13 03:00:00,in,B2,ORD_1035
LOG_01036,ITEM_0835,2023-02-13 04:00:00,out,B13,ORD_1036
LOG_01037,ITEM_0585,2023-02-13 05:00:00,in,B6,ORD_1037
LOG_01038,ITEM_0489,2023-02-13 06:00:00,in,B11,ORD_1038
LOG_01039,ITEM_0819,2023-02-13 07:00:00,in,B3,ORD_1039
LOG_01040,ITEM_0391,2023-02-13 08:00:00,out,B19,ORD_1040
LOG_01041,ITEM_0570,2023-02-13 09:00:00,in,B3,ORD_1041
LOG_01042,ITEM_0082,2023-02-13 10:00:00,in,B20,ORD_1042
LOG_01043,ITEM_0242,2023-02-13 11:00:00,out,B6,ORD_1043
LOG_01044,ITEM_0982,2023-02-13 12:00:00,out,B20,ORD_1044
LOG_01045,ITEM_0802,2023-02-13 13:00:00,out,B20,ORD_1045
